"","ensembl_gene_id","row_num","gene_symbol","gene_type"
"29765","ENSG00000227500",29765,"SCAMP4","protein_coding"
"29766","ENSG00000227502",29766,"RP1-249H1.4","lncRNA"
"29767","ENSG00000227505",29767,"RP11-434J24.2","processed_pseudogene"
"29768","ENSG00000227507",29768,"LTB","protein_coding"
"29769","ENSG00000227508",29769,"RP5-894D12.3","lncRNA"
"29770","ENSG00000227509",29770,"EIF2B5-IT1","lncRNA"
"29771","ENSG00000227510",29771,"RP11-196P2.1","lncRNA"
"29772","ENSG00000227511",29772,"GS1-466O4.2","unprocessed_pseudogene"
"29773","ENSG00000227512",29773,"RP11-413M3.4","lncRNA"
"29774","ENSG00000227513",29774,"AC114755.3","processed_pseudogene"
"29775","ENSG00000227514",29775,"RP11-709P2.1","processed_pseudogene"
"29776","ENSG00000227515",29776,"C1DP4","processed_pseudogene"
"29777","ENSG00000227516",29777,"RP5-973N23.4","lncRNA"
"29778","ENSG00000227517",29778,"AC003051.1","lncRNA"
"29779","ENSG00000227518",29779,"MIR1302-11","lncRNA"
"29780","ENSG00000227519",29780,"CTA-342B11.1","lncRNA"
"29781","ENSG00000227521",29781,"RP13-213K19.1","processed_pseudogene"
"29782","ENSG00000227523",29782,"AC099535.3","processed_pseudogene"
"29783","ENSG00000227525",29783,"RP11-282K24.1","processed_pseudogene"
"29784","ENSG00000227527",29784,"RP11-223A3.1","lncRNA"
"29785","ENSG00000227528",29785,"DIAPH3-AS1","lncRNA"
"29786","ENSG00000227531",29786,"RP11-202G18.1","lncRNA"
"29787","ENSG00000227532",29787,"AC002542.2","processed_pseudogene"
"29788","ENSG00000227533",29788,"RP5-848E13.3","lncRNA"
"29789","ENSG00000227534",29789,"RP3-323B6.1","processed_pseudogene"
"29790","ENSG00000227535",29790,"RP11-809N15.2","lncRNA"
"29791","ENSG00000227536",29791,"RP5-1091N2.2","processed_pseudogene"
"29792","ENSG00000227537",29792,"RP11-215C7.3","processed_pseudogene"
"29793","ENSG00000227538",29793,"RP1-21K4.1","processed_pseudogene"
"29794","ENSG00000227539",29794,"RP11-506B4.5",NA
"29795","ENSG00000227540",29795,"RP11-152N13.5","lncRNA"
"29796","ENSG00000227541",29796,"RP3-525N14.2","processed_pseudogene"
"29797","ENSG00000227542",29797,"AC092614.2","lncRNA"
"29798","ENSG00000227543",29798,"SPAG5-AS1","lncRNA"
"29799","ENSG00000227544",29799,"AC018647.3","lncRNA"
"29800","ENSG00000227545",29800,"RP5-905H7.10","processed_pseudogene"
"29801","ENSG00000227546",29801,"RP11-264C14.3",NA
"29802","ENSG00000227547",29802,"OR4A2P","unprocessed_pseudogene"
"29803","ENSG00000227549",29803,"AC116035.2","lncRNA"
"29804","ENSG00000227550",29804,"TRBV7-5","TR_V_pseudogene"
"29805","ENSG00000227551",29805,"RP11-1286E23.7","protein_coding"
"29806","ENSG00000227552",29806,"AL583842.1",NA
"29807","ENSG00000227554",29807,"RP11-444D13.1","lncRNA"
"29808","ENSG00000227555",29808,"RP11-406A20.4","lncRNA"
"29809","ENSG00000227556",29809,"RP11-472F19.1","unprocessed_pseudogene"
"29810","ENSG00000227557",29810,"MTND3P9","processed_pseudogene"
"29811","ENSG00000227558",29811,"PGM5P2",NA
"29812","ENSG00000227560",29812,"RP11-139K1.2","processed_pseudogene"
"29813","ENSG00000227562",29813,"RP11-796I2.1","lncRNA"
"29814","ENSG00000227563",29814,"RNF11B","processed_pseudogene"
"29815","ENSG00000227564",29815,"RP11-527N12.1","lncRNA"
"29816","ENSG00000227568",29816,"SNX18P26","processed_pseudogene"
"29817","ENSG00000227569",29817,"RP11-266E16.1",NA
"29818","ENSG00000227573",29818,"RP5-1166A24.1","processed_pseudogene"
"29819","ENSG00000227574",29819,"RP13-1039J1.3","lncRNA"
"29820","ENSG00000227575",29820,"RP11-298E9.4",NA
"29821","ENSG00000227578",29821,"AC090954.4","processed_pseudogene"
"29822","ENSG00000227579",29822,"RP1-35C21.2","lncRNA"
"29823","ENSG00000227581",29823,"RP13-140E4.1","processed_pseudogene"
"29824","ENSG00000227582",29824,"RP11-262H14.7","transcribed_processed_pseudogene"
"29825","ENSG00000227583",29825,"RP11-119F7.3","processed_pseudogene"
"29826","ENSG00000227584",29826,"MTND4P5","unprocessed_pseudogene"
"29827","ENSG00000227585",29827,"RP11-103C3.2","processed_pseudogene"
"29828","ENSG00000227586",29828,"RP11-162A23.5","processed_pseudogene"
"29829","ENSG00000227588",29829,"CNTN4-AS2","lncRNA"
"29830","ENSG00000227589",29830,"RP5-1092A11.5","lncRNA"
"29831","ENSG00000227590",29831,"ATP5G1P5","processed_pseudogene"
"29832","ENSG00000227591",29832,"RP1-28O10.1","lncRNA"
"29833","ENSG00000227592",29833,"CTD-2225F20.1","processed_pseudogene"
"29834","ENSG00000227593",29834,"RP11-715G18.3","processed_pseudogene"
"29835","ENSG00000227597",29835,"AC019100.7","processed_pseudogene"
"29836","ENSG00000227598",29836,"RP1-167A14.2","lncRNA"
"29837","ENSG00000227599",29837,"RP4-753D4.2","lncRNA"
"29838","ENSG00000227601",29838,"AC004240.2",NA
"29839","ENSG00000227602",29839,"RP3-445N2.1","lncRNA"
"29840","ENSG00000227603",29840,"RP11-165J3.6",NA
"29841","ENSG00000227604",29841,"TOMM22P3","processed_pseudogene"
"29842","ENSG00000227606",29842,"AC005392.13","lncRNA"
"29843","ENSG00000227607",29843,"SUMO2P2","processed_pseudogene"
"29844","ENSG00000227608",29844,"DCUN1D2-AS1",NA
"29845","ENSG00000227609",29845,"TMEM183AP1","processed_pseudogene"
"29846","ENSG00000227610",29846,"FRMPD3-AS1","lncRNA"
"29847","ENSG00000227611",29847,"RP11-168G22.3","lncRNA"
"29848","ENSG00000227612",29848,"RP5-1177E19.2",NA
"29849","ENSG00000227613",29849,"RP11-149J18.1","processed_pseudogene"
"29850","ENSG00000227615",29850,"RP11-864N7.2","processed_pseudogene"
"29851","ENSG00000227616",29851,"AC063976.1","unprocessed_pseudogene"
"29852","ENSG00000227617",29852,"AC009475.2","lncRNA"
"29853","ENSG00000227619",29853,"RP11-492E3.2","lncRNA"
"29854","ENSG00000227620",29854,"RP11-119D9.3","unprocessed_pseudogene"
"29855","ENSG00000227621",29855,"PHBP11","processed_pseudogene"
"29856","ENSG00000227623",29856,"AC073987.2","processed_pseudogene"
"29857","ENSG00000227624",29857,"SNRPEL1","processed_pseudogene"
"29858","ENSG00000227625",29858,"RP11-520H14.1","processed_pseudogene"
"29859","ENSG00000227627",29859,"RP1-101K10.6","lncRNA"
"29860","ENSG00000227628",29860,"RP11-472D17.3",NA
"29861","ENSG00000227629",29861,"SLC25A15P1","unprocessed_pseudogene"
"29862","ENSG00000227630",29862,"RP4-781K5.8","lncRNA"
"29863","ENSG00000227632",29863,"AC018804.6","unprocessed_pseudogene"
"29864","ENSG00000227633",29864,"RBMY2YP","unprocessed_pseudogene"
"29865","ENSG00000227634",29865,"RP11-431K24.3","lncRNA"
"29866","ENSG00000227635",29866,"USP9YP21","unprocessed_pseudogene"
"29867","ENSG00000227637",29867,"RP11-242O24.5",NA
"29868","ENSG00000227638",29868,"HNRNPA1P14","processed_pseudogene"
"29869","ENSG00000227640",29869,"SOX21-AS1","lncRNA"
"29870","ENSG00000227644",29870,"HIGD1AP11","processed_pseudogene"
"29871","ENSG00000227645",29871,"RPL7P54","processed_pseudogene"
"29872","ENSG00000227646",29872,"STEAP2-AS1","lncRNA"
"29873","ENSG00000227649",29873,"RP11-522L3.9","processed_pseudogene"
"29874","ENSG00000227651",29874,"RP11-255A11.4",NA
"29875","ENSG00000227653",29875,"ISCA1P6","processed_pseudogene"
"29876","ENSG00000227657",29876,"RP13-483F6.1","unprocessed_pseudogene"
"29877","ENSG00000227658",29877,"AC005160.3","lncRNA"
"29878","ENSG00000227659",29878,"CLYBL-AS2","lncRNA"
"29879","ENSG00000227660",29879,"RP11-162J8.2","lncRNA"
"29880","ENSG00000227661",29880,"AC073869.10","unprocessed_pseudogene"
"29881","ENSG00000227663",29881,"RPL7P2","processed_pseudogene"
"29882","ENSG00000227666",29882,"RP11-490F3.1","processed_pseudogene"
"29883","ENSG00000227667",29883,"RP11-331H2.3","processed_pseudogene"
"29884","ENSG00000227671",29884,"RP11-488L18.4","transcribed_unprocessed_pseudogene"
"29885","ENSG00000227673",29885,"RP11-243J18.2","lncRNA"
"29886","ENSG00000227674",29886,"LINC00355","lncRNA"
"29887","ENSG00000227675",29887,"GS1-256O22.1",NA
"29888","ENSG00000227676",29888,"RP11-25J23.3","lncRNA"
"29889","ENSG00000227677",29889,"RP11-326L24.7",NA
"29890","ENSG00000227678",29890,"RP11-73O6.3","lncRNA"
"29891","ENSG00000227679",29891,"RP11-453N3.1","processed_pseudogene"
"29892","ENSG00000227680",29892,"AC108051.2","lncRNA"
"29893","ENSG00000227681",29893,"RP11-307P5.1","lncRNA"
"29894","ENSG00000227682",29894,"ATP5A1P2","transcribed_processed_pseudogene"
"29895","ENSG00000227683",29895,"RP11-445N18.5","lncRNA"
"29896","ENSG00000227684",29896,"RP1-163M9.5","transcribed_unprocessed_pseudogene"
"29897","ENSG00000227685",29897,"AC087499.10","lncRNA"
"29898","ENSG00000227687",29898,"RP4-681L3.2","lncRNA"
"29899","ENSG00000227688",29899,"HNRNPA3P2","unprocessed_pseudogene"
"29900","ENSG00000227689",29900,"SRP68P2","processed_pseudogene"
"29901","ENSG00000227691",29901,"CYCSP41",NA
"29902","ENSG00000227692",29902,"AC017071.1","processed_pseudogene"
"29903","ENSG00000227693",29903,"GSTM3P1","processed_pseudogene"
"29904","ENSG00000227694",29904,"AC005884.1","processed_pseudogene"
"29905","ENSG00000227695",29905,"DNMBP-AS1","lncRNA"
"29906","ENSG00000227698",29906,"AP001619.2","lncRNA"
"29907","ENSG00000227700",29907,"RP11-301M17.1","processed_pseudogene"
"29908","ENSG00000227702",29908,"LINC00111","lncRNA"
"29909","ENSG00000227704",29909,"RP1-266L20.4","lncRNA"
"29910","ENSG00000227705",29910,"RP11-15M15.2","lncRNA"
"29911","ENSG00000227706",29911,"AL713998.1","lncRNA"
"29912","ENSG00000227707",29912,"SDAD1P3","processed_pseudogene"
"29913","ENSG00000227708",29913,"AC079150.3","lncRNA"
"29914","ENSG00000227709",29914,"RP11-118D22.3","processed_pseudogene"
"29915","ENSG00000227710",29915,"LL22NC03-30E12.13","unprocessed_pseudogene"
"29916","ENSG00000227711",29916,"RP11-275O4.3","unprocessed_pseudogene"
"29917","ENSG00000227712",29917,"RP11-418J17.3","lncRNA"
"29918","ENSG00000227713",29918,"AC116609.1","lncRNA"
"29919","ENSG00000227714",29919,"MTND6P18","processed_pseudogene"
"29920","ENSG00000227716",29920,"AP000459.7","lncRNA"
"29921","ENSG00000227717",29921,"AC138749.1","unprocessed_pseudogene"
"29922","ENSG00000227718",29922,"AC016730.1","lncRNA"
"29923","ENSG00000227719",29923,"AC006042.6","lncRNA"
"29924","ENSG00000227721",29924,"RPSAP64","processed_pseudogene"
"29925","ENSG00000227722",29925,"RP5-1059H15.1","transcribed_processed_pseudogene"
"29926","ENSG00000227723",29926,"CTA-31J9.2","lncRNA"
"29927","ENSG00000227725",29927,"RP11-35D5.3","processed_pseudogene"
"29928","ENSG00000227726",29928,"AP001271.3","lncRNA"
"29929","ENSG00000227728",29929,"RP11-690C23.4","unprocessed_pseudogene"
"29930","ENSG00000227729",29930,"AL136001.4","protein_coding"
"29931","ENSG00000227730",29931,"MTND6P5","unprocessed_pseudogene"
"29932","ENSG00000227733",29932,"RP4-565E6.1","lncRNA"
"29933","ENSG00000227734",29933,"RP11-49L2.1","lncRNA"
"29934","ENSG00000227735",29934,"RP11-523K4.2","processed_pseudogene"
"29935","ENSG00000227736",29935,"AC007163.9","unprocessed_pseudogene"
"29936","ENSG00000227737",29936,"OR8B1P","transcribed_unprocessed_pseudogene"
"29937","ENSG00000227738",29937,"AC092646.2","processed_pseudogene"
"29938","ENSG00000227740",29938,"RP11-318C24.2","lncRNA"
"29939","ENSG00000227741",29939,"RP11-536C5.7","lncRNA"
"29940","ENSG00000227742",29940,"CALR4P","transcribed_unitary_pseudogene"
"29941","ENSG00000227743",29941,"RP4-745K6.1","lncRNA"
"29942","ENSG00000227744",29942,"AC114788.2","lncRNA"
"29943","ENSG00000227745",29943,"AC098826.5","unprocessed_pseudogene"
"29944","ENSG00000227747",29944,"RP11-16L9.1","processed_pseudogene"
"29945","ENSG00000227748",29945,"RP11-497D6.3","lncRNA"
"29946","ENSG00000227751",29946,"RP1-20B21.4","lncRNA"
"29947","ENSG00000227753",29947,"RP11-216N21.1","processed_pseudogene"
"29948","ENSG00000227755",29948,"AP000344.4","transcribed_processed_pseudogene"
"29949","ENSG00000227757",29949,"AP000282.2","lncRNA"
"29950","ENSG00000227758",29950,"HCG9P5","unprocessed_pseudogene"
"29951","ENSG00000227759",29951,"RP11-216B9.4","processed_pseudogene"
"29952","ENSG00000227760",29952,"RP11-298E10.1","processed_pseudogene"
"29953","ENSG00000227762",29953,"GUSBP8","unprocessed_pseudogene"
"29954","ENSG00000227764",29954,"RP11-354K1.1","lncRNA"
"29955","ENSG00000227765",29955,"RP11-162O12.2","processed_pseudogene"
"29956","ENSG00000227766",29956,"HCG4P5","unprocessed_pseudogene"
"29957","ENSG00000227767",29957,"CDRT7",NA
"29958","ENSG00000227769",29958,"AC072062.3","lncRNA"
"29959","ENSG00000227770",29959,"AC009229.4","processed_pseudogene"
"29960","ENSG00000227771",29960,"RP11-738I14.4",NA
"29961","ENSG00000227773",29961,"ASH1L-IT1","lncRNA"
"29962","ENSG00000227775",29962,"RP1-283E3.3","transcribed_processed_pseudogene"
"29963","ENSG00000227776",29963,"AKR1D1P1","processed_pseudogene"
"29964","ENSG00000227777",29964,"RP4-738P11.3","processed_pseudogene"
"29965","ENSG00000227778",29965,"XXyac-YX155B6.2",NA
"29966","ENSG00000227779",29966,"GS1-164F24.1","processed_pseudogene"
"29967","ENSG00000227781",29967,"RP11-508M1.5",NA
"29968","ENSG00000227782",29968,"AC002553.1","lncRNA"
"29969","ENSG00000227784",29969,"ZNF965P","processed_pseudogene"
"29970","ENSG00000227785",29970,"AC092013.1","processed_pseudogene"
"29971","ENSG00000227786",29971,"AC087499.8",NA
"29972","ENSG00000227787",29972,"RP11-266I14.3",NA
"29973","ENSG00000227788",29973,"AC012363.8","processed_pseudogene"
"29974","ENSG00000227789",29974,"AC098817.3","processed_pseudogene"
"29975","ENSG00000227790",29975,"AC015922.5","transcribed_unprocessed_pseudogene"
"29976","ENSG00000227791",29976,"AC007365.4","processed_pseudogene"
"29977","ENSG00000227792",29977,"RP13-210D15.6",NA
"29978","ENSG00000227795",29978,"AC092796.1","processed_pseudogene"
"29979","ENSG00000227799",29979,"AC012358.4","processed_pseudogene"
"29980","ENSG00000227800",29980,"IGHD4-17","IG_D_gene"
"29981","ENSG00000227802",29981,"DNAJB3","transcribed_processed_pseudogene"
"29982","ENSG00000227803",29982,"RP11-239H6.2","lncRNA"
"29983","ENSG00000227805",29983,"RP11-248J23.5","processed_pseudogene"
"29984","ENSG00000227806",29984,"OR5W1P","unprocessed_pseudogene"
"29985","ENSG00000227809",29985,"RP11-171A24.2","lncRNA"
"29986","ENSG00000227811",29986,"RP4-773A18.4","lncRNA"
"29987","ENSG00000227813",29987,"RP1-180M12.1","processed_pseudogene"
"29988","ENSG00000227814",29988,"MRPS17P9","processed_pseudogene"
"29989","ENSG00000227815",29989,"RP11-195C7.3","unprocessed_pseudogene"
"29990","ENSG00000227817",29990,"AC073869.3","unprocessed_pseudogene"
"29991","ENSG00000227818",29991,"RP11-227F8.2","lncRNA"
"29992","ENSG00000227821",29992,"AL392086.1",NA
"29993","ENSG00000227822",29993,"AC006370.2",NA
"29994","ENSG00000227823",29994,"RP11-271F18.2",NA
"29995","ENSG00000227824",29995,"AC122136.2","lncRNA"
"29996","ENSG00000227825",29996,"SLC9A7P1","transcribed_processed_pseudogene"
"29997","ENSG00000227827",29997,"RP11-958N24.2","unprocessed_pseudogene"
"29998","ENSG00000227830",29998,"TRIM60P3Y","processed_pseudogene"
"29999","ENSG00000227832",29999,"ST13P21","processed_pseudogene"
"30000","ENSG00000227834",30000,"AP003385.2","processed_pseudogene"
"30001","ENSG00000227835",30001,"CARM1P1","transcribed_unprocessed_pseudogene"
"30002","ENSG00000227836",30002,"AC008850.3","processed_pseudogene"
"30003","ENSG00000227837",30003,"TRIM60P11Y","processed_pseudogene"
"30004","ENSG00000227838",30004,"RP1-213J1P__B.1","lncRNA"
"30005","ENSG00000227839",30005,"AL645730.2",NA
"30006","ENSG00000227840",30006,"KRTAP8-3P","unprocessed_pseudogene"
"30007","ENSG00000227841",30007,"MTND5P31","unprocessed_pseudogene"
"30008","ENSG00000227842",30008,"AC093166.2","processed_pseudogene"
"30009","ENSG00000227844",30009,"RP13-143G15.3",NA
"30010","ENSG00000227845",30010,"RP11-184B22.2","processed_pseudogene"
"30011","ENSG00000227846",30011,"UGT1A11P","unprocessed_pseudogene"
"30012","ENSG00000227847",30012,"RP11-420H19.2","processed_pseudogene"
"30013","ENSG00000227848",30013,"SUCLA2-AS1","lncRNA"
"30014","ENSG00000227850",30014,"SEPT2P1","processed_pseudogene"
"30015","ENSG00000227851",30015,"RP11-381K7.1","lncRNA"
"30016","ENSG00000227852",30016,"RP11-156G14.6","processed_pseudogene"
"30017","ENSG00000227854",30017,"RP11-307O1.1","processed_pseudogene"
"30018","ENSG00000227855",30018,"AC007276.5","transcribed_unprocessed_pseudogene"
"30019","ENSG00000227857",30019,"RP4-533D7.5","lncRNA"
"30020","ENSG00000227860",30020,"MTND5P18","processed_pseudogene"
"30021","ENSG00000227862",30021,"HNRNPA1P31","processed_pseudogene"
"30022","ENSG00000227863",30022,"AC002383.2","lncRNA"
"30023","ENSG00000227864",30023,"RP11-320L24.1","processed_pseudogene"
"30024","ENSG00000227867",30024,"TCEB1P11","processed_pseudogene"
"30025","ENSG00000227868",30025,"RP4-805N21.1","protein_coding"
"30026","ENSG00000227869",30026,"RP11-807H17.1",NA
"30027","ENSG00000227871",30027,"USP9YP12","unprocessed_pseudogene"
"30028","ENSG00000227873",30028,"RP3-389A20.2","processed_pseudogene"
"30029","ENSG00000227874",30029,"GRAMD4P1","processed_pseudogene"
"30030","ENSG00000227875",30030,"RP11-426M1.2","processed_pseudogene"
"30031","ENSG00000227877",30031,"RP11-59J5.1","protein_coding"
"30032","ENSG00000227878",30032,"AC114760.1","processed_pseudogene"
"30033","ENSG00000227879",30033,"PSPC1P1","unprocessed_pseudogene"
"30034","ENSG00000227880",30034,"RP11-46E17.6","lncRNA"
"30035","ENSG00000227881",30035,"ASS1P5","processed_pseudogene"
"30036","ENSG00000227882",30036,"PRKRIRP6","processed_pseudogene"
"30037","ENSG00000227883",30037,"ATP6V0E1P4","processed_pseudogene"
"30038","ENSG00000227885",30038,"RP11-79N23.1","lncRNA"
"30039","ENSG00000227887",30039,"RP11-459K23.1","processed_pseudogene"
"30040","ENSG00000227888",30040,"FAM66A","lncRNA"
"30041","ENSG00000227889",30041,"RP11-402M4.1",NA
"30042","ENSG00000227890",30042,"AC079354.2","processed_pseudogene"
"30043","ENSG00000227892",30043,"OR5P4P","unprocessed_pseudogene"
"30044","ENSG00000227893",30044,"LINC00352","lncRNA"
"30045","ENSG00000227895",30045,"RP1-272J12.1",NA
"30046","ENSG00000227896",30046,"RP11-77P6.2","lncRNA"
"30047","ENSG00000227898",30047,"RP13-100B2.4",NA
"30048","ENSG00000227902",30048,"AC062032.1","lncRNA"
"30049","ENSG00000227905",30049,"RP11-380G5.4","processed_pseudogene"
"30050","ENSG00000227906",30050,"RP5-839B4.7","lncRNA"
"30051","ENSG00000227907",30051,"RP11-102C16.3","lncRNA"
"30052","ENSG00000227908",30052,"CTD-2031P19.3","lncRNA"
"30053","ENSG00000227910",30053,"RP11-73B2.6","transcribed_processed_pseudogene"
"30054","ENSG00000227911",30054,"RP11-141M1.1","lncRNA"
"30055","ENSG00000227912",30055,"RP11-69C17.3","lncRNA"
"30056","ENSG00000227913",30056,"KRT8P44","processed_pseudogene"
"30057","ENSG00000227914",30057,"RP11-130C19.3","lncRNA"
"30058","ENSG00000227915",30058,"TCEB1P16","unprocessed_pseudogene"
"30059","ENSG00000227917",30059,"RP11-143M1.3","lncRNA"
"30060","ENSG00000227918",30060,"RP11-710A11.2",NA
"30061","ENSG00000227919",30061,"AL353997.11","unprocessed_pseudogene"
"30062","ENSG00000227920",30062,"RP1-153P14.5","lncRNA"
"30063","ENSG00000227921",30063,"AL353791.1",NA
"30064","ENSG00000227922",30064,"SPTLC1P5","processed_pseudogene"
"30065","ENSG00000227923",30065,"RP5-905H7.7","processed_pseudogene"
"30066","ENSG00000227924",30066,"RBPJP6","processed_pseudogene"
"30067","ENSG00000227925",30067,"RP11-191N8.2","lncRNA"
"30068","ENSG00000227927",30068,"MACROD2-IT1","lncRNA"
"30069","ENSG00000227929",30069,"SRGAP3-AS3","lncRNA"
"30070","ENSG00000227930",30070,"AC009508.1","lncRNA"
"30071","ENSG00000227932",30071,"RP13-16H11.2","transcribed_unitary_pseudogene"
"30072","ENSG00000227933",30072,"RP11-331F9.4","lncRNA"
"30073","ENSG00000227934",30073,"RP11-423F24.3","processed_pseudogene"
"30074","ENSG00000227935",30074,"RP6-102O10.1","lncRNA"
"30075","ENSG00000227937",30075,"MTND2P30","processed_pseudogene"
"30076","ENSG00000227938",30076,"AC104695.4","lncRNA"
"30077","ENSG00000227939",30077,"RPL3P2","processed_pseudogene"
"30078","ENSG00000227940",30078,"RP11-372M18.1","lncRNA"
"30079","ENSG00000227941",30079,"UQCRBP2","processed_pseudogene"
"30080","ENSG00000227942",30080,"RP3-475B7.3","processed_pseudogene"
"30081","ENSG00000227945",30081,"RP11-103C16.2","lncRNA"
"30082","ENSG00000227946",30082,"AC007383.3","lncRNA"
"30083","ENSG00000227947",30083,"RP11-543D5.1","lncRNA"
"30084","ENSG00000227948",30084,"AC003989.4","processed_pseudogene"
"30085","ENSG00000227949",30085,"CYCSP46","processed_pseudogene"
"30086","ENSG00000227950",30086,"RP11-312B8.2","processed_pseudogene"
"30087","ENSG00000227952",30087,"RPL18AP17","processed_pseudogene"
"30088","ENSG00000227953",30088,"RP11-439E19.3","lncRNA"
"30089","ENSG00000227954",30089,"RP11-704J17.5","lncRNA"
"30090","ENSG00000227955",30090,"RP11-305E6.1",NA
"30091","ENSG00000227958",30091,"RP11-399H11.3","lncRNA"
"30092","ENSG00000227959",30092,"RP11-276H7.2","lncRNA"
"30093","ENSG00000227960",30093,"RP5-837I24.6","lncRNA"
"30094","ENSG00000227962",30094,"RP11-382D8.3","processed_pseudogene"
"30095","ENSG00000227963",30095,"RP5-1074L1.1","lncRNA"
"30096","ENSG00000227964",30096,"RP5-1112F19.2","lncRNA"
"30097","ENSG00000227965",30097,"AC098592.6","processed_pseudogene"
"30098","ENSG00000227968",30098,"AC004014.4","processed_pseudogene"
"30099","ENSG00000227969",30099,"NPM1P22","processed_pseudogene"
"30100","ENSG00000227970",30100,"NR1H5P","unitary_pseudogene"
"30101","ENSG00000227971",30101,"RP11-600G3.1","processed_pseudogene"
"30102","ENSG00000227972",30102,"PRKRIRP3","processed_pseudogene"
"30103","ENSG00000227973",30103,"AC023356.3","processed_pseudogene"
"30104","ENSG00000227975",30104,"C9orf35",NA
"30105","ENSG00000227979",30105,"AC002127.2","processed_pseudogene"
"30106","ENSG00000227981",30106,"AC012668.3","lncRNA"
"30107","ENSG00000227982",30107,"AC004907.2","processed_pseudogene"
"30108","ENSG00000227983",30108,"BRK1P2","processed_pseudogene"
"30109","ENSG00000227985",30109,"RP11-335G20.5",NA
"30110","ENSG00000227986",30110,"TRIM60P18","unprocessed_pseudogene"
"30111","ENSG00000227987",30111,"AC092675.4","lncRNA"
"30112","ENSG00000227988",30112,"TDGF1P1","processed_pseudogene"
"30113","ENSG00000227989",30113,"AC010141.8",NA
"30114","ENSG00000227990",30114,"AC110781.5",NA
"30115","ENSG00000227992",30115,"AC108463.2","processed_pseudogene"
"30116","ENSG00000227994",30116,"RP5-891H21.1","processed_pseudogene"
"30117","ENSG00000227995",30117,"RP11-397J18.1","processed_pseudogene"
"30118","ENSG00000227997",30118,"CENPVL1",NA
"30119","ENSG00000227999",30119,"MTND5P1","processed_pseudogene"
"30120","ENSG00000228000",30120,"AC127537.6","processed_pseudogene"
"30121","ENSG00000228002",30121,"DHX9P1","processed_pseudogene"
"30122","ENSG00000228004",30122,"RP5-1158B12.2","processed_pseudogene"
"30123","ENSG00000228005",30123,"AC020743.2","lncRNA"
"30124","ENSG00000228006",30124,"AC004017.1",NA
"30125","ENSG00000228007",30125,"AC011933.2","processed_pseudogene"
"30126","ENSG00000228008",30126,"CTD-2330K9.3","lncRNA"
"30127","ENSG00000228009",30127,"LINC00357",NA
"30128","ENSG00000228010",30128,"AC073343.13","lncRNA"
"30129","ENSG00000228011",30129,"LINC00413",NA
"30130","ENSG00000228012",30130,"RP11-393M18.1",NA
"30131","ENSG00000228013",30131,"RP11-350G8.5","lncRNA"
"30132","ENSG00000228014",30132,"RP11-321E8.5","processed_pseudogene"
"30133","ENSG00000228015",30133,"AC074338.5","processed_pseudogene"
"30134","ENSG00000228016",30134,"AC018712.3","lncRNA"
"30135","ENSG00000228019",30135,"RP11-166O4.4","unprocessed_pseudogene"
"30136","ENSG00000228020",30136,"RP11-309H21.1","processed_pseudogene"
"30137","ENSG00000228021",30137,"RP11-383C5.3","lncRNA"
"30138","ENSG00000228022",30138,"HCG20","lncRNA"
"30139","ENSG00000228024",30139,"CYP1D1P","unprocessed_pseudogene"
"30140","ENSG00000228027",30140,"RP1-251M9.3","lncRNA"
"30141","ENSG00000228028",30141,"AC069257.8","lncRNA"
"30142","ENSG00000228030",30142,"AC019084.7","processed_pseudogene"
"30143","ENSG00000228031",30143,"AC078842.3","lncRNA"
"30144","ENSG00000228032",30144,"C14orf144",NA
"30145","ENSG00000228033",30145,"AC010967.2","lncRNA"
"30146","ENSG00000228034",30146,"HMGN2P21","processed_pseudogene"
"30147","ENSG00000228035",30147,"RP4-663N10.1","lncRNA"
"30148","ENSG00000228036",30148,"HSPD1P9","processed_pseudogene"
"30149","ENSG00000228037",30149,"RP3-395M20.9","lncRNA"
"30150","ENSG00000228038",30150,"VN1R51P","processed_pseudogene"
"30151","ENSG00000228039",30151,"KB-1125A3.10","processed_pseudogene"
"30152","ENSG00000228040",30152,"RP3-522D1.2","processed_pseudogene"
"30153","ENSG00000228041",30153,"RP4-581F12.1","processed_pseudogene"
"30154","ENSG00000228042",30154,"RP11-441A11.1","processed_pseudogene"
"30155","ENSG00000228043",30155,"AC097721.2","lncRNA"
"30156","ENSG00000228044",30156,"RP4-781K5.4","lncRNA"
"30157","ENSG00000228045",30157,"DNAJA1P6","processed_pseudogene"
"30158","ENSG00000228046",30158,"RP11-15B24.2","processed_pseudogene"
"30159","ENSG00000228048",30159,"RP11-598C10.1","lncRNA"
"30160","ENSG00000228049",30160,"POLR2J2","protein_coding"
"30161","ENSG00000228050",30161,"TOP3B2","processed_pseudogene"
"30162","ENSG00000228051",30162,"RP11-325E14.2","processed_pseudogene"
"30163","ENSG00000228053",30163,"RP11-151F5.2","processed_pseudogene"
"30164","ENSG00000228054",30164,"RANP5","processed_pseudogene"
"30165","ENSG00000228055",30165,"RP11-399L7.2","lncRNA"
"30166","ENSG00000228056",30166,"CFL1P3","processed_pseudogene"
"30167","ENSG00000228057",30167,"SEC63P1","processed_pseudogene"
"30168","ENSG00000228058",30168,"RP11-552D4.1","lncRNA"
"30169","ENSG00000228060",30169,"RP11-15J6.1","lncRNA"
"30170","ENSG00000228061",30170,"Z83001.1","lncRNA"
